3.260000000000000142e+01,2.730000000000000071e+01,1.880000000000000071e+01,3.260000000000000142e+01,1.500000000000000000e+02,2.960000000000000142e+01,3.779999999999999716e+01,1.330000000000000000e+02,4.510000000000000142e+01,3.229999999999999716e+01,1.430000000000000000e+02,3.739999999999999858e+01,2.610000000000000142e+01,1.390000000000000000e+02,4.050000000000000000e+01,0.000000000000000000e+00
4.520000000000000284e+01,2.610000000000000142e+01,1.860000000000000142e+01,3.160000000000000142e+01,1.390000000000000000e+02,2.000000000000000000e+01,3.320000000000000284e+01,1.330000000000000000e+02,2.139999999999999858e+01,2.819999999999999929e+01,1.390000000000000000e+02,1.480000000000000071e+01,2.630000000000000071e+01,1.280000000000000000e+02,2.339999999999999858e+01,0.000000000000000000e+00
2.080000000000000071e+01,3.589999999999999858e+01,3.989999999999999858e+01,2.030000000000000071e+01,8.870000000000000284e+01,2.980000000000000071e+01,1.780000000000000071e+01,1.030000000000000000e+02,1.680000000000000071e+01,1.119999999999999929e+01,1.030000000000000000e+02,1.800000000000000000e+01,1.559999999999999964e+01,8.250000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00
3.130000000000000071e+01,2.450000000000000000e+01,2.710000000000000142e+01,2.289999999999999858e+01,6.450000000000000000e+01,4.779999999999999716e+01,1.630000000000000071e+01,8.979999999999999716e+01,4.010000000000000142e+01,9.439999999999999503e+00,9.129999999999999716e+01,3.539999999999999858e+01,1.440000000000000036e+01,7.170000000000000284e+01,3.500000000000000000e+01,0.000000000000000000e+00
2.819999999999999929e+01,3.100000000000000000e+01,2.360000000000000142e+01,2.150000000000000000e+01,1.420000000000000000e+02,2.139999999999999858e+01,2.930000000000000071e+01,1.300000000000000000e+02,3.889999999999999858e+01,2.430000000000000071e+01,1.380000000000000000e+02,3.329999999999999716e+01,2.319999999999999929e+01,1.290000000000000000e+02,3.080000000000000071e+01,0.000000000000000000e+00
3.950000000000000000e+01,3.080000000000000071e+01,3.779999999999999716e+01,4.879999999999999716e+01,1.020000000000000000e+02,2.950000000000000000e+01,6.239999999999999858e+01,1.020000000000000000e+02,6.559999999999999432e+01,5.929999999999999716e+01,1.120000000000000000e+02,5.539999999999999858e+01,6.060000000000000142e+01,1.030000000000000000e+02,4.950000000000000000e+01,0.000000000000000000e+00
4.660000000000000142e+01,2.789999999999999858e+01,2.580000000000000071e+01,2.250000000000000000e+01,6.979999999999999716e+01,4.260000000000000142e+01,1.700000000000000000e+01,8.550000000000000000e+01,3.650000000000000000e+01,1.130000000000000071e+01,7.550000000000000000e+01,3.929999999999999716e+01,1.650000000000000000e+01,4.860000000000000142e+01,2.900000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,2.000000000000000000e+01,1.190000000000000036e+01,1.359999999999999964e+01,3.229999999999999716e+01,2.739999999999999858e+01,7.750000000000000000e+00,1.780000000000000071e+01,5.790000000000000036e+00,2.939999999999999947e+00,1.650000000000000000e+01,1.479999999999999982e+00,9.130000000000000782e+00,8.929999999999999716e+00,6.480000000000000426e+00,0.000000000000000000e+00
4.729999999999999716e+01,3.270000000000000284e+01,2.550000000000000000e+01,3.370000000000000284e+01,5.279999999999999716e+01,4.379999999999999716e+01,2.919999999999999929e+01,9.709999999999999432e+01,2.439999999999999858e+01,2.750000000000000000e+01,1.050000000000000000e+02,2.460000000000000142e+01,3.210000000000000142e+01,9.450000000000000000e+01,2.219999999999999929e+01,0.000000000000000000e+00
4.650000000000000000e+01,3.089999999999999858e+01,3.629999999999999716e+01,4.050000000000000000e+01,9.679999999999999716e+01,3.960000000000000142e+01,3.820000000000000284e+01,1.100000000000000000e+02,3.019999999999999929e+01,3.039999999999999858e+01,1.200000000000000000e+02,3.000000000000000000e+01,2.639999999999999858e+01,1.230000000000000000e+02,3.329999999999999716e+01,0.000000000000000000e+00
2.339999999999999858e+01,2.550000000000000000e+01,4.429999999999999716e+01,1.680000000000000071e+01,1.600000000000000000e+02,1.519999999999999929e+01,2.619999999999999929e+01,1.330000000000000000e+02,2.850000000000000000e+01,4.889999999999999858e+01,1.140000000000000000e+02,3.660000000000000142e+01,6.690000000000000568e+01,1.120000000000000000e+02,2.950000000000000000e+01,0.000000000000000000e+00
2.680000000000000071e+01,2.410000000000000142e+01,4.810000000000000142e+01,1.469999999999999929e+01,1.550000000000000000e+02,1.769999999999999929e+01,2.700000000000000000e+01,1.310000000000000000e+02,3.039999999999999858e+01,4.889999999999999858e+01,1.130000000000000000e+02,3.800000000000000000e+01,6.740000000000000568e+01,1.110000000000000000e+02,3.220000000000000284e+01,0.000000000000000000e+00
3.300000000000000000e+01,2.660000000000000142e+01,2.410000000000000142e+01,5.270000000000000284e+01,1.300000000000000000e+02,2.700000000000000000e+01,5.900000000000000000e+01,1.180000000000000000e+02,3.550000000000000000e+01,6.629999999999999716e+01,1.140000000000000000e+02,3.960000000000000142e+01,7.250000000000000000e+01,1.130000000000000000e+02,3.710000000000000142e+01,0.000000000000000000e+00
4.500000000000000000e+01,1.469999999999999929e+01,1.469999999999999929e+01,6.540000000000000568e+01,1.100000000000000000e+02,4.700000000000000000e+01,7.100000000000000000e+01,1.090000000000000000e+02,4.910000000000000142e+01,7.090000000000000568e+01,1.060000000000000000e+02,6.339999999999999858e+01,6.189999999999999858e+01,1.090000000000000000e+02,6.120000000000000284e+01,0.000000000000000000e+00
4.550000000000000000e+01,1.540000000000000036e+01,1.530000000000000071e+01,6.490000000000000568e+01,1.100000000000000000e+02,4.679999999999999716e+01,7.070000000000000284e+01,1.090000000000000000e+02,4.800000000000000000e+01,7.059999999999999432e+01,1.060000000000000000e+02,6.239999999999999858e+01,6.300000000000000000e+01,1.080000000000000000e+02,6.129999999999999716e+01,0.000000000000000000e+00
4.620000000000000284e+01,1.559999999999999964e+01,1.939999999999999858e+01,6.470000000000000284e+01,1.110000000000000000e+02,4.720000000000000284e+01,6.979999999999999716e+01,1.110000000000000000e+02,4.960000000000000142e+01,7.000000000000000000e+01,1.070000000000000000e+02,6.520000000000000284e+01,6.429999999999999716e+01,1.060000000000000000e+02,6.270000000000000284e+01,0.000000000000000000e+00
4.579999999999999716e+01,1.440000000000000036e+01,2.180000000000000071e+01,6.320000000000000284e+01,1.120000000000000000e+02,4.689999999999999858e+01,6.909999999999999432e+01,1.120000000000000000e+02,5.029999999999999716e+01,6.920000000000000284e+01,1.090000000000000000e+02,6.360000000000000142e+01,6.450000000000000000e+01,1.060000000000000000e+02,6.220000000000000284e+01,0.000000000000000000e+00
4.700000000000000000e+01,2.130000000000000071e+01,1.960000000000000142e+01,4.660000000000000142e+01,1.290000000000000000e+02,4.100000000000000000e+01,5.789999999999999858e+01,1.190000000000000000e+02,4.729999999999999716e+01,6.389999999999999858e+01,1.160000000000000000e+02,4.900000000000000000e+01,6.770000000000000284e+01,1.120000000000000000e+02,4.629999999999999716e+01,0.000000000000000000e+00
2.889999999999999858e+01,2.200000000000000000e+01,3.570000000000000284e+01,3.529999999999999716e+01,1.610000000000000000e+02,6.459999999999999964e+00,2.619999999999999929e+01,1.380000000000000000e+02,2.169999999999999929e+01,4.589999999999999858e+01,1.190000000000000000e+02,3.100000000000000000e+01,6.950000000000000000e+01,1.150000000000000000e+02,2.339999999999999858e+01,0.000000000000000000e+00
2.489999999999999858e+01,1.359999999999999964e+01,3.539999999999999858e+01,4.779999999999999716e+01,1.430000000000000000e+02,8.660000000000000142e+00,3.489999999999999858e+01,1.350000000000000000e+02,2.039999999999999858e+01,4.629999999999999716e+01,1.180000000000000000e+02,3.089999999999999858e+01,6.700000000000000000e+01,1.150000000000000000e+02,1.769999999999999929e+01,0.000000000000000000e+00
2.780000000000000071e+01,2.239999999999999858e+01,3.950000000000000000e+01,3.789999999999999858e+01,1.600000000000000000e+02,6.339999999999999858e+00,2.819999999999999929e+01,1.370000000000000000e+02,2.210000000000000142e+01,4.870000000000000284e+01,1.170000000000000000e+02,3.220000000000000284e+01,7.159999999999999432e+01,1.140000000000000000e+02,2.230000000000000071e+01,0.000000000000000000e+00
4.089999999999999858e+01,2.469999999999999929e+01,2.519999999999999929e+01,3.679999999999999716e+01,1.320000000000000000e+02,3.850000000000000000e+01,5.550000000000000000e+01,1.150000000000000000e+02,4.679999999999999716e+01,6.409999999999999432e+01,1.130000000000000000e+02,4.320000000000000284e+01,6.940000000000000568e+01,1.140000000000000000e+02,3.820000000000000284e+01,0.000000000000000000e+00
4.060000000000000142e+01,1.580000000000000071e+01,1.100000000000000000e+01,6.520000000000000284e+01,1.090000000000000000e+02,4.979999999999999716e+01,7.220000000000000284e+01,1.070000000000000000e+02,5.379999999999999716e+01,7.100000000000000000e+01,1.040000000000000000e+02,6.329999999999999716e+01,5.560000000000000142e+01,1.160000000000000000e+02,6.260000000000000142e+01,0.000000000000000000e+00
3.889999999999999858e+01,4.270000000000000284e+01,5.920000000000000284e+01,5.629999999999999716e+01,1.180000000000000000e+02,1.530000000000000071e+01,6.170000000000000284e+01,1.180000000000000000e+02,7.679999999999999716e+01,7.579999999999999716e+01,1.080000000000000000e+02,8.020000000000000284e+01,7.759999999999999432e+01,1.020000000000000000e+02,5.010000000000000142e+01,0.000000000000000000e+00
3.039999999999999858e+01,4.470000000000000284e+01,7.259999999999999432e+01,5.160000000000000142e+01,1.150000000000000000e+02,7.669999999999999929e+00,5.889999999999999858e+01,1.190000000000000000e+02,5.579999999999999716e+01,7.120000000000000284e+01,1.130000000000000000e+02,6.990000000000000568e+01,6.540000000000000568e+01,1.180000000000000000e+02,3.889999999999999858e+01,0.000000000000000000e+00
3.329999999999999716e+01,4.529999999999999716e+01,7.020000000000000284e+01,5.879999999999999716e+01,1.040000000000000000e+02,1.540000000000000036e+01,6.920000000000000284e+01,1.060000000000000000e+02,9.690000000000000568e+01,8.670000000000000284e+01,9.609999999999999432e+01,8.959999999999999432e+01,9.890000000000000568e+01,8.220000000000000284e+01,5.310000000000000142e+01,0.000000000000000000e+00
3.520000000000000284e+01,4.329999999999999716e+01,6.729999999999999716e+01,6.070000000000000284e+01,1.030000000000000000e+02,2.319999999999999929e+01,8.070000000000000284e+01,9.400000000000000000e+01,1.250000000000000000e+02,1.020000000000000000e+02,8.129999999999999716e+01,1.020000000000000000e+02,1.270000000000000000e+02,5.479999999999999716e+01,6.979999999999999716e+01,0.000000000000000000e+00
3.970000000000000284e+01,4.310000000000000142e+01,5.129999999999999716e+01,5.879999999999999716e+01,1.190000000000000000e+02,1.619999999999999929e+01,6.350000000000000000e+01,1.170000000000000000e+02,6.690000000000000568e+01,7.600000000000000000e+01,1.070000000000000000e+02,7.359999999999999432e+01,7.129999999999999716e+01,1.080000000000000000e+02,4.660000000000000142e+01,0.000000000000000000e+00
4.360000000000000142e+01,3.260000000000000142e+01,1.830000000000000071e+01,6.740000000000000568e+01,1.140000000000000000e+02,3.160000000000000142e+01,6.609999999999999432e+01,1.150000000000000000e+02,4.970000000000000284e+01,6.220000000000000284e+01,1.180000000000000000e+02,5.179999999999999716e+01,5.289999999999999858e+01,1.230000000000000000e+02,4.279999999999999716e+01,0.000000000000000000e+00
4.410000000000000142e+01,1.380000000000000071e+01,2.460000000000000142e+01,6.659999999999999432e+01,1.090000000000000000e+02,5.039999999999999858e+01,7.179999999999999716e+01,1.110000000000000000e+02,5.379999999999999716e+01,7.140000000000000568e+01,1.070000000000000000e+02,6.640000000000000568e+01,6.339999999999999858e+01,1.070000000000000000e+02,6.640000000000000568e+01,0.000000000000000000e+00
4.120000000000000284e+01,2.089999999999999858e+01,1.969999999999999929e+01,4.320000000000000284e+01,1.300000000000000000e+02,3.889999999999999858e+01,5.600000000000000000e+01,1.190000000000000000e+02,4.729999999999999716e+01,6.320000000000000284e+01,1.160000000000000000e+02,4.850000000000000000e+01,6.770000000000000284e+01,1.140000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
3.910000000000000142e+01,2.780000000000000071e+01,1.180000000000000071e+01,2.110000000000000142e+01,1.370000000000000000e+02,2.930000000000000071e+01,4.610000000000000142e+01,1.190000000000000000e+02,3.920000000000000284e+01,6.470000000000000284e+01,1.080000000000000000e+02,3.839999999999999858e+01,7.640000000000000568e+01,1.060000000000000000e+02,3.989999999999999858e+01,0.000000000000000000e+00
2.600000000000000000e+01,1.269999999999999929e+01,3.900000000000000000e+01,3.650000000000000000e+01,1.710000000000000000e+02,4.599999999999999645e+00,1.739999999999999858e+01,1.560000000000000000e+02,1.259999999999999964e+01,3.119999999999999929e+01,1.300000000000000000e+02,2.400000000000000000e+01,6.050000000000000000e+01,1.170000000000000000e+02,1.230000000000000071e+01,0.000000000000000000e+00
2.269999999999999929e+01,1.830000000000000071e+01,5.039999999999999858e+01,5.439999999999999858e+01,1.360000000000000000e+02,2.469999999999999929e+01,4.729999999999999716e+01,1.320000000000000000e+02,2.300000000000000000e+01,4.039999999999999858e+01,1.270000000000000000e+02,2.350000000000000000e+01,4.270000000000000284e+01,1.220000000000000000e+02,1.290000000000000036e+01,0.000000000000000000e+00
2.289999999999999858e+01,2.360000000000000142e+01,4.970000000000000284e+01,5.139999999999999858e+01,1.200000000000000000e+02,2.850000000000000000e+01,5.500000000000000000e+01,1.140000000000000000e+02,3.229999999999999716e+01,5.339999999999999858e+01,1.110000000000000000e+02,3.169999999999999929e+01,4.200000000000000000e+01,1.200000000000000000e+02,1.860000000000000142e+01,0.000000000000000000e+00
2.660000000000000142e+01,2.719999999999999929e+01,2.950000000000000000e+01,4.260000000000000142e+01,1.010000000000000000e+02,2.719999999999999929e+01,7.129999999999999716e+01,8.870000000000000284e+01,3.810000000000000142e+01,7.759999999999999432e+01,9.240000000000000568e+01,4.329999999999999716e+01,8.790000000000000568e+01,8.640000000000000568e+01,3.069999999999999929e+01,0.000000000000000000e+00
2.310000000000000142e+01,2.539999999999999858e+01,1.730000000000000071e+01,4.700000000000000000e+01,9.600000000000000000e+01,2.810000000000000142e+01,7.750000000000000000e+01,8.670000000000000284e+01,3.679999999999999716e+01,8.140000000000000568e+01,9.179999999999999716e+01,4.360000000000000142e+01,9.320000000000000284e+01,8.459999999999999432e+01,3.600000000000000000e+01,0.000000000000000000e+00
2.189999999999999858e+01,2.380000000000000071e+01,8.460000000000000853e+00,4.360000000000000142e+01,8.540000000000000568e+01,2.750000000000000000e+01,7.250000000000000000e+01,8.579999999999999716e+01,3.620000000000000284e+01,7.870000000000000284e+01,9.250000000000000000e+01,4.400000000000000000e+01,9.059999999999999432e+01,8.529999999999999716e+01,3.679999999999999716e+01,0.000000000000000000e+00
